secs;nsecs;force_z
1619771899;523038625;584.6065075180001
1619771899;535403251;583.7263975459999
1619771899;547930955;582.757105499
1619771899;560411214;583.572130573
1619771899;573147535;584.33513277
1619771899;585411310;583.8313441290001
1619771899;597966909;583.897104649
1619771899;610405683;584.6015529590001
1619771899;623046636;585.571520628
1619771899;635416507;585.74965957
1619771899;647889852;585.2332593230001
1619771899;660425424;585.134168129
1619771899;673136949;584.7709088180001
1619771899;685403823;585.017285561
1619771899;697893857;584.9411655069999
1619771899;710417509;584.356077045
1619771899;723051071;583.9421461009999
1619771899;735403060;583.94800149
1619771899;747900247;584.0423633319999
1619771899;760508775;583.9736751180001
1619771899;773015022;583.196710071
1619771899;785411119;583.591723605
1619771899;797896862;585.054669966
1619771899;810393810;585.582105369
1619771899;823062419;584.947246103
1619771899;835396528;584.424314845
1619771899;847900152;584.6348836330001
1619771899;870536804;584.2563102290001
1619771899;883716344;583.388586656
1619771899;896818161;582.980961516
1619771899;909901857;583.524386634
1619771899;984091281;585.293164454
1619771899;997218132;585.079217557
1619771900;10293483;584.76009887
1619771900;23485183;584.38693044
1619771900;36569356;575.29396211
1619771900;49661397;564.159489968
1619771900;62839031;556.3628146259999
1619771900;75953722;556.093691951
1619771900;89047193;563.534314614
1619771900;102205038;574.002173266
1619771900;105030298;583.010463667
1619771900;122407197;591.184586376
1619771900;135502099;597.154830839
1619771900;148568630;602.771950318
1619771900;161751270;613.550369782
1619771900;174893379;620.856543711
1619771900;188045978;621.953753482
1619771900;201243162;617.075539023
1619771900;214357614;612.4009119269999
1619771900;217166662;610.6427188480001
1619771900;234833955;610.911841524
1619771900;247917652;607.345459354
1619771900;250712871;598.84793902
1619771900;325464248;598.84793902
1619771900;389296531;578.443710848
1619771900;402462482;589.682228744
1619771900;415560007;576.8791960130001
1619771900;418368577;574.37173838
1619771900;429902076;582.182601779
1619771900;442504882;596.419303928
1619771900;454892396;614.121720601
1619771900;467357635;633.321765553
1619771900;479896545;653.790177793
1619771900;492467880;671.766205299
1619771900;504898071;689.575431633
1619771900;517371654;714.9901431489999
1619771900;529881000;744.4630413089999
1619771900;552664995;766.084430555
1619771900;555494070;761.5854605210001
1619771900;567380428;750.7796951360001
1619771900;579913377;752.056477243
1619771900;592475891;760.7764083039999
1619771900;604896783;763.8062464210001
1619771900;617371797;757.64185127
1619771900;629882574;754.681679713
1619771900;708088159;744.3427679089999
1619771900;721302509;725.281296117
1619771900;734405040;725.0606853439999
1619771900;747503042;722.4056883710001
1619771900;760576486;723.461202475
1619771900;773771286;717.856987806
1619771900;786873340;711.2776603780001
1619771900;799940109;705.2508457289999
1619771900;813051223;689.718489065
1619771900;815864801;667.4970472809999
1619771900;833840608;651.731333022
1619771900;846930742;640.65766684
1619771900;860008001;617.156838844
1619771900;873172521;603.33564409
1619771900;886284351;596.283954364
1619771900;899365901;590.48644387
1619771900;912537336;578.506543674
1619771900;925645589;572.145564615
1619771900;928445577;581.683992905
1619771900;946344852;605.040237841
1619771900;959448337;609.715765766
1619771900;962383031;569.636080117
1619771900;973702430;491.684190381
1619771900;986177444;393.65822631699996
1619771900;998656272;311.278446054
1619771901;11257648;311.571161713
1619771901;23722171;364.67450236900004
1619771901;36185264;366.45701783199996
1619771901;48670768;331.237079646
1619771901;61260223;336.887755007
1619771901;73676347;365.601230244
1619771901;86189508;346.300968061
1619771901;98672628;311.123833285
1619771901;111250400;284.193769517
1619771901;123691320;252.814293863
1619771901;136149168;207.12454754799998
1619771901;148662328;162.368617642
1619771901;161279439;132.36563376700002
1619771901;173693418;106.368601802
1619771901;186180591;73.1386870029
1619771901;198657989;39.4168404136
1619771901;211276292;8.731346834419998
1619771901;223706960;0.213848540757
1619771901;236164331;-1.03048027235
1619771901;248668670;-1.11964747831
1619771901;261248350;-0.9050680425220001
1619771901;273679971;-1.0571637255
1619771901;286182641;-0.959102035161
1619771901;298654317;-0.8850554526559999
1619771901;311255216;-0.883721279998
1619771901;323686838;-1.04493380948
1619771901;336169004;-0.869045380763
1619771901;348674297;-1.03292625556
1619771901;361255645;-1.04693506846
1619771901;373692512;-1.2310508952299999
1619771901;386230945;-1.27596804137
1619771901;398667812;-0.9092929226049999
1619771901;411259651;-1.0882944208499998
1619771901;423678159;-0.9513193613240001
1619771901;436205625;-1.01491492468
1619771901;448689937;-1.06739238255
1619771901;461281061;-1.0834024544399998
1619771901;473693847;-1.2597356073700001
1619771901;486204862;-1.9406083870400002
1619771901;498691320;-2.22701078423
1619771901;511245250;-3.33926605657
1619771901;523676156;-2.58456905651
1619771901;536160707;-0.252657612887
1619771901;548665523;1.6457095444799998
1619771901;561259746;1.4906079108799999
1619771901;573686599;1.1096214947399998
1619771901;586180686;0.983587549268
1619771901;598665714;0.752155497992
1619771901;611249923;0.738176380801
1619771901;623702764;0.38426063604000005
1619771901;636174440;-0.302244363333
1619771901;648705005;-0.977780452369
1619771901;661314249;-0.8703795534209999
1619771901;673682451;-1.01558201101
1619771901;686172246;-0.987119660973
1619771901;698673009;-0.8926157643829999
1619771901;711263895;-0.9459826706929999
1619771901;723701953;-1.050048138
1619771901;736176967;-0.8674888459960001
1619771901;748664140;-1.14455203459
1619771901;761243104;-0.95376534453
1619771901;773692846;-1.0894062314
1619771901;786176443;-1.0776210395899999
1619771901;798679828;-0.920188665977
1619771901;811228275;-0.9815606082330001
1619771901;823683261;-1.07917757436
1619771901;836166858;-0.925747718717
1619771901;848667383;-1.0275895649200002
1619771901;861330509;-0.863931052242
1619771901;873843908;-0.972666123848
1619771901;886222600;-1.04026420517
1619771901;898676156;-0.927304253485
1619771901;911263942;-1.0978559915700001
1619771901;923686504;-1.01980689109
1619771901;936184644;-0.950207550776
1619771901;948845624;-0.9731108480670001
1619771901;961270093;-0.950429912885
1619771901;973676681;-0.9697754164229999
1619771901;986180067;-0.987342023083
1619771902;8827924;-1.02870137547
1619771902;42747974;-0.9602138457089999
